EDV	17	30	24	23	21	5	4	-	11
Date	15/10	15/10	15/10	15/10	15/10	15/10	15/10	15/10	15/10
Time	08:00	09:00	10:00	11:00	12:00	13:00	14:00	15:00	16:00
Status	Closed	Closed	Closed	Closed	Closed	Closed	Closed	Closed	Closed
3.33	3.25	3.41	3.15	5.54	4.78	5.4	6.7	24
3.16	3.25	3.29	3.31	4.29	4.62	5.08	4.78	5.4
3.33	3.91	3.25	7	.20	.24	13	.78	5
3.29	3.04	3.29	33	3.15	3.31	3.28	.53	3
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
3.28	3.29	3.20	3.29	3.51	3.83	3.61	5	3.83
3.51	3.57	3.57	3.57	3.57	3.57	3.57	3.57	3.57
